Altnernative codes,BLEED_code,Collection_no,Gene Bank Accession,Genus,HTS Queue,ID confirmed,Identified by,Isolated,Material left,NHM,note,Paper,Preservation,Recieved in Oslo,Scraped,SEM info,Sent by,Sequences Recieved,Species,Bock2018::Author,Bock2018::Full,Sample.Location.Date::Coll_date,Sample.Location.Date::Collection_no,Sample.Location.Date::Collector,Sample.Location.Date::Country,Sample.Location.Date::Cruise details,Sample.Location.Date::Day,Sample.Location.Date::Depth 1,Sample.Location.Date::Depth 2,Sample.Location.Date::Location details,Sample.Location.Date::Month,Sample.Location.Date::Place,Sample.Location.Date::Standardized Lat,Sample.Location.Date::Standardized Long,Sample.Location.Date::Station_id,Sample.Location.Date::Year,Worms::Family,Worms::Order
LHL65,46,TS-6,,Adeonellopsis,,,,04.07.2018 (LT),,,"multiple tubes, probably the same thing

Qubit: 21.3",,Ethanol,1.11.2016,9.4.2018 (RJSO),"MHR.255.BLEED.046	
MHR.256.BLEED.046	
MHR.271.BLEED.046	
MHR.272.BLEED.046	",Thomas Schwaha (via Christine Meyer),,sp.,,,14.10.2016,TS-6,Thomas Schwaha,New Zealand,Polaria II Third Snares Cruise Oct 2016,14,167,,2 h N of Snares,10,Snares,-47.823,166.768,,2016,Adeonidae,Cheilostomatida
LHL66,47,TS-6,,Adeonellopsis,,,,04.07.2018 (LT),,,"20.7.2018 email from Marianne Thomas Schawha data (Third Snares Samples spreadsheet)

Qubit: 2.5",,Ethanol,1.11.2016,9.4.2018 (RJSO),"MHR.135.BLEED.047	
MHR.136.BLEED.047	
MHR.189.BLEED.047
MHR.190.BLEED.047",Thomas Schwaha (via Christine Meyer),,sp.,,,14.10.2016,TS-6,Thomas Schwaha,New Zealand,Polaria II Third Snares Cruise Oct 2016,14,167,,2 h N of Snares,10,Snares,-47.823,166.768,,2016,Adeonidae,Cheilostomatida
"LHL67, TS_6",48,TS-6,"MK894407, MK894367, MN131152",Adeonellopsis,,"Smith, Abby",,,,NHMO H 1426,"""yaraensis"" morphospecies B

sp. 4 (in ms)",,Ethanol,1.11.2016,,"edm5873
edm5874
edm5875
edm5876
edm5877
edm5878
edm5879
edm5880
edm5881
edm5882
edm5883
edm5884

MHR.1331.BLEED.048.tif
MHR.1331.BLEED.048.txt
MHR.1332.BLEED.048.tif
MHR.1332.BLEED.048.txt

MHR.2005.BLEED.048.tif
MHR.2005.BLEED.048.txt
MHR.2006.BLEED.048.tif
MHR.2006.BLEED.048.txt
",Thomas Schwaha (via Christine Meyer),31.5.2017 (MH),macewndui,,,14.10.2016,TS-6,Thomas Schwaha,New Zealand,Polaria II Third Snares Cruise Oct 2016,14,167,,2 h N of Snares,10,Snares,-47.823,166.768,,2016,Adeonidae,Cheilostomatida
LHL68,49,SSBLEED15,"MK894386, MK894372, MN131175",Adeonellopsis,,"Hirose, M.",Masato Hirose,,,NHMO H 1421,,,Ethanol,1212016,,"LHL.088, LHL.089
MHR.1313.BLEED.049.tif
MHR.1313.BLEED.049.txt
MHR.1314.BLEED.049.tif
MHR.1314.BLEED.049.txt
MHR.1315.BLEED.049.tif
MHR.1315.BLEED.049.txt
MHR.1316.BLEED.049.tif
MHR.1316.BLEED.049.txt",,31.5.2017 (MH),japonica,"(Ortmann, 1890)","Adeonellopsis japonica (Ortmann, 1890)",27.06.2016,SSBLEED15,Masato Hirose,Japan,,27,67,73,,6,"off Otsuchi Bay, Iwate Pref.",,,,2016,Adeonidae,Cheilostomatida
LHL69,50,SSBLEED16,"MZ677497,MZ677844,OK245253,OK245254,OK245255",Adeonellopsis,,,"Hirose, Masato",,,NHMO H 1735,"removed from Adeonidae paper (2019)

Physical voucher is lost (11.8.2021 Mali)",Orr et al. Fall 2021 MS,Ethanol,12.1.2016,,"MHR.2007.BLEED.050.tif
MHR.2007.BLEED.050.txt
MHR.2008.BLEED.050.tif
MHR.2008.BLEED.050.txt
MHR.2003.BLEED.050.tif
MHR.2003.BLEED.050.txt
MHR.2004.BLEED.050.tif
MHR.2004.BLEED.050.txt",Masato Hirose,31.5.2017 (MH),pentapora,"Canu & Bassler, 1929","ADEONELLOPSIS PENTAPORA Canu & Bassler, 1929",27.06.2016,SSBLEED16,"Hirose, Masato ",Japan,,27,67,78,,6,"off Otsuchi Bay, Iwate Pref.",39.365,142,,2016,Adeonidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"Canu & Bassler, 1929","ADEONELLOPSIS PENTAPORA Canu & Bassler, 1929",,,,,,,,,,,,,,,,,
,51,NIWA 75499,,Chiastosella,9.5.2018 (RJSO),,DPG,4.5.2018 (LT),,,"NIWA Donation 2015-027D 
03/07/2015

FLAG: RJSO must take out of queue!",,Ethanol,4.8.2015,13.2.2018 (RSJO),"MHR.169.BLEED.051	
MHR.170.BLEED.051	
MHR.187.BLEED.051	
MHR.188.BLEED.051	",Sadie Mills,,"splendida
","(Livingstone, 1929)","Chiastosella splendida (Livingstone, 1929)",01/06/2011,NIWA 75499,NIWA,NZ,Biogenic Habitats on the Continental Shelf Leg 2,1,58,56,Ranfurly Bank - central / southern,6,,,,TAN1108/239,2011,Escharinidae,Cheilostomatida
,52,NIWA 73295,,Chiastosella,,,DPG,,,,"NIWA Donation 2015-027D 
03/07/2015",,Ethanol,4.8.2015,,,Sadie Mills,,splendida,"(Livingstone, 1929)","Chiastosella splendida (Livingstone, 1929)",28/03/2011,NIWA 73295,NIWA,NZ,Biogenic habitats on the Northern New Zealand continental shelf,28,170,174,Middlesex Bank,3,,-33.988,171.751,TAN1105/43,2011,Escharinidae,Cheilostomatida
,53,NIWA 56945,"MW159910.1
MW134874
MW173727",Chiastosella,15.2.2018 (RJSO),,DPG,14.2.2018 (LT),,NHMO H1498,"NIWA Donation 2015-027D 
03/07/2015

DNA extraction failed (MH)

",,Ethanol,4.8.2015,22.1.2018 (RJSO),"MHR.597.BLEED.053.tif
MHR.598.BLEED.053.tif
MHR.569.BLEED.053.tif
MHR.570.BLEED.053.tif
MHR.6115.BLEED.053.tif
MHR.6115.BLEED.053.txt
MHR.6116.BLEED.053.tif
MHR.6116.BLEED.053.txt",Sadie Mills,24.5.2018 (RJSO),splendida,"(Livingstone, 1929)","Chiastosella splendida (Livingstone, 1929)",15/07/2009,NIWA 56945,NIWA,NZ,Oceans Survey 20/20 Bay of Islands,15,65,54,"Site Z9, Bay of Islands",7,,-34.378,173.027,TAN0906/170,2009,Escharinidae,Cheilostomatida
,54,NIWA 74935,"MW159911.1
MW134869
MW173723",Chiastosella,15.2.2018 (RJSO),,DPG,14.2.2018 (LT),,NHMO H1499,"NIWA Donation 2015-027D 
03/07/2015

Mali ""54 (vokser oppå en celleporid(?)""",,Ethanol,4.8.2015,22.1.2018 (RJSO),"MHR.601.BLEED.054.tif
MHR.602.BLEED.054.tif
MHR.603.BLEED.054.tif
MHR.604.BLEED.054.tif
MHR.559.BLEED.054.tif
MHR.560.BLEED.054.tif
MHR.561.BLEED.054.tif
MHR.562.BLEED.054.tif
MHR.6171.BLEED.054.tif
MHR.6172.BLEED.054.tif",Sadie Mills,24.5.2018 (RJSO),enigma,"Brown, 1954","CHIASTOSELLA ENIGMA Brown, 1954",24/05/2011,NIWA 74935,NIWA,NZ,Biogenic Habitats on the Continental Shelf Leg 2,24,103,105,,5,"Cornish Head Canyon, Otago",,,TAN1108/138,2011,Escharinidae,Cheilostomatida
,55,NIWA 74424,,Chiastosella,,,DPG,,,,"NIWA Donation 2015-027D 
03/07/2015",,Ethanol,4.8.2015,,,Sadie Mills,,enigma,"Brown, 1954","CHIASTOSELLA ENIGMA Brown, 1954",17/05/2011,NIWA 74424,NIWA,NZ,Biogenic Habitats on the Continental Shelf Leg 2,17,75,71,Otago Shelf - bryozoan thickets,5,Otago Shelf,,,TAN1108/66,2011,Escharinidae,Cheilostomatida
,56,SSBLEED6,"MG977036
MG977056
MG977072
MG977085
MG977098
MG977118",Chiastosella,,,DPG,,,NHMO H1500,"in NCBI, these are Chiastosella watersi BLEED30 (SSBLEED6)

",,Ethanol,,,"LHL.093, LHL.094, LHL.106, LHL.107, LHL.113, LHL.114

MHR.814.BLEED.056.tif
MHR.815.BLEED.056.tif
MHR.859.BLEED.056.tif
MHR.860.BLEED.056.tif
MHR.6045.BLEED.056.tif
MHR.6046.BLEED.056.tif
",,31.5.2017 (MH),watersi,"Stach, 1937","CHIASTOSELLA WATERSI Stach, 1937",20/05/2015,SSBLEED6,Dennis Gordon,New Zealand,,20,0,,,5,"Castlepoint, Wairarapa",-40.9,176.217,,2015,Escharinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"Stach, 1937","CHIASTOSELLA WATERSI Stach, 1937",,,,,,,,,,,,,,,,,
,57,NIWA 61918,,Chiastosella,,,DPG,,,,"NIWA Donation 2015-010D
09/03/2015",,Ethanol,9.3.2015,,,Sadie Mills,,watersi,"Stach, 1937","CHIASTOSELLA WATERSI Stach, 1937",18/02/2010,NIWA 61918,NIWA,NZ,Generic cruiseID for Scientific Observer Programme,18,146,149,,2,,-47.9,168.7,TRIP3072/1,2010,Escharinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"Stach, 1937","CHIASTOSELLA WATERSI Stach, 1937",,,,,,,,,,,,,,,,,
,58,NIWA 69631,,Chiastosella,,,DPG,,,,"NIWA Donation 2015-010D
09/03/2015",,Ethanol,9.3.2015,,,Sadie Mills,,enigma,"Brown, 1954","CHIASTOSELLA ENIGMA Brown, 1954",12/04/2011,NIWA 69631,SOP,NZ,Generic cruiseID for Scientific Observer Programme,12,270,270,,4,,-46.283,166.133,TRIP3298/36,2011,Escharinidae,Cheilostomatida
,59,NIWA 73295,"MG977033
MG977053
MG977069
MG977082
MG977095
MG977115
MW159913
MW173743",Escharoides,,,DPG + EDM,,None,NHMO H1501,"NIWA Donation 2015-027D 
03/07/2015

identified as ""angela"" by DPG but EDM thinks it is excavata",,Ethanol,4.8.2015,,"LHL.086, LHL.087, LHL.118
MHR.3687.BLEED.59.tif
MHR.3687.BLEED.59.txt
MHR.3688.BLEED.59.tif
MHR.3688.BLEED.59.txt

MHR.6037.BLEED.059.tif
MHR.6038.BLEED.059.tif
",Sadie Mills,31.5.2017 (MH),cf. excavata,,,28/03/2011,NIWA 73295,NIWA,NZ,Biogenic habitats on the Northern New Zealand continental shelf,28,170,174,Middlesex Bank,3,,-33.988,171.751,TAN1105/43,2011,Romancheinidae,Cheilostomatida
,60,NIWA 55731,,Escharoides,,,DPG,,Yes,,"NIWA Donation 2015-027D 
03/07/2015
DNA extraction failed (MH)",,Ethanol,4.8.2015,,,Sadie Mills,,excavata,"(MacGillivray, 1860)","Escharoides excavata (MacGillivray, 1860)",10/07/2009,NIWA 55731,NIWA,NZ,Oceans Survey 20/20 Bay of Islands,10,67,69,"site Z29, Bay of Islands",7,,,,TAN0906/102,2009,Romancheinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(MacGillivray, 1860)","Escharoides excavata (MacGillivray, 1860)",,,,,,,,,,,,,,,,,
,61,NIWA 54560,"MT311334, MT311478, MT293104",Hincksina,8.5.2019 (MMS),,DPG,24.10.2018 (MMS),None,NHMO H 1472,"multiple tubes
NIWA Donation 2015-027D 
03/07/2015
NIWA Donation 2015-010D
09/03/2015
(same species from same collection sent twice)

DNA extraction failed (MH);
Lisbeth Thorbek LT 21.11.17 Tissue Extraction; SEM voucher saved; large colony (we used #4 from MH)

Same species as BLEED 1252",,Ethanol,4.8.2015,21.11.17 (LT) 15.8.2018 (RJSO),"MHR.1201.BLEED.061.tif
MHR.1201.BLEED.061.txt
MHR.1202.BLEED.061.tif
MHR.1202.BLEED.061.txt",Sadie Mills,16.6.19  (MMS+ RJSO),n. sp.,,,04/07/2009,NIWA 54560,NIWA,NZ,Oceans Survey 20/20 Bay of Islands,4,111,111,"Site Z20, Bay of Islands",7,Bay of Islands,-35.473,174.678,TAN0906/8,2009,Flustridae,Cheilostomatida
,62,NIWA 75875,,"Odontionella
",,,DPG,14.2.2018 (LT),,,"NIWA Donation 2015-010D
09/03/2015
DNA extraction failed (MH)",,Ethanol,9.3.2015,22.1.2018 (RJSO),,Sadie Mills,,cyclops,"(Busk, 1854)","Odontionella cyclops (Busk, 1854)",24/03/2012,NIWA 75875,SOP,NZ,SOP,24,145,122,,3,,,,TRIP3465/17,2012,Foveolariidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Busk, 1854)","Odontionella cyclops (Busk, 1854)",,,,,,,,,,,,,,,,,
,63,NIWA 56432,,Otionella,,,DPG,,,,"NIWA Donation 2015-008D
19/02/2015
looks like there are more bryozoans in here (marked 10 on Sadie Miller's sheet)
DNA extraction failed (MH)",,Ethanol,5.3.2015,,,Sadie Mills,,squamosa,"(Tenison-Woods, 1880)","Otionella squamosa (Tenison-Woods, 1880)",14/07/2009,NIWA 56432,NIWA,NZ,Oceans Survey 20/20 Bay of Islands,14,91,88,"Site Z2, North Cape",7,,,,TAN0906/152,2009,,
,64,NIWA 73196,"MG977046
MG977062
MG977077
MG977083
MG977096
MG977116
MW159915
MW173787",Microporella,5.1.2018 (RJSO),,DPG,,,NHMO H1502,"NIWA Donation 2015-027D 
03/07/2015

also a cyclostome contaminant ",,Ethanol,4.8.2015,,"LHL.090, LHL.100, LHL.101, LHL.102, LHL.103, LHL.115,LHL.116, LHL.117

MHR.821.BLEED.064.tif
MHR.822.BLEED.064.tif
MHR.847.BLEED.064.tif
MHR.848.BLEED.064.tif
MHR.6057.BLEED.064.tif
MHR.6058.BLEED.064.tif",Sadie Mills,27.1.2018 (MH),ordo,"Brown, 1952","MICROPORELLA ORDO Brown, 1952",28/03/2011,NIWA 73196,NIWA,NZ,Biogenic habitats on the Northern New Zealand continental shelf,28,96,92,,3,Middlesex Bank,-33.966,171.772,TAN1105/42,2011,Microporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"Brown, 1952","MICROPORELLA ORDO Brown, 1952",,,,,,,,,,,,,,,,,
,65,NIWA 75499,,Microporella,,,DPG,03.07.2018 (LT),No,,"NIWA Donation 2015-027D 
03/07/2015

Qubit: 22.8",,Ethanol,4.8.2015,13.2.2018 (RSJO),"LHL.129, LHL.130",Sadie Mills,,ordo,"Brown, 1952","MICROPORELLA ORDO Brown, 1952",01/06/2011,NIWA 75499,NIWA,NZ,Biogenic Habitats on the Continental Shelf Leg 2,1,58,56,Ranfurly Bank - central / southern,6,,,,TAN1108/239,2011,Microporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"Brown, 1952","MICROPORELLA ORDO Brown, 1952",,,,,,,,,,,,,,,,,
,66,NIWA 56622,"MW159916.1
MW134939
MW173783",Microporella,15.2.2018 (RJSO),,DPG,14.2.2018 (LT),,NHMO H1503,"NIWA Donation 2015-027D 
03/07/2015

Mali: har en annen cheilo til stede og vokser også på en celleporid",,Ethanol,4.8.2015,23.1.2018 (RJSO),"MHR.563.BLEED.066.tif
MHR.564.BLEED.066.tif
MHR.565.BLEED.066.tif
MHR.566.BLEED.066.tif
MHR.567.BLEED.066.tif
MHR.568.BLEED.066.tif
MHR.627.BLEED.066.tif
MHR.628.BLEED.066.tif
MHR.629.BLEED.066.tif
MHR.630.BLEED.066.tif
MHR.631.BLEED.066.tif
MHR.632.BLEED.066.tif
MHR.6063.BLEED.066.tif
MHR.6064.BLEED.066.tif",Sadie Mills,24.5.2018 (RJSO),cf. intermedia,,,14/07/2009,NIWA 56622,NIWA,NZ,Oceans Survey 20/20 Bay of Islands,14,59,59,"Site Z4, North Cape",7,,-34.388,173.041,TAN0906/159,2009,Microporellidae,Cheilostomatida
,67,NIWA 54446,,Microporella,,,DPG,,,,"NIWA Donation 2015-027D 
03/07/2015",,Ethanol,4.8.2015,,,Sadie Mills,,intermediata,,,04/07/2009,NIWA 54446,NIWA,NZ,Oceans Survey 20/20 Bay of Islands,4,60,61,"Site Z8, Bay of Islands",7,,,,TAN0906/2,2009,Microporellidae,Cheilostomatida
,68,NIWA 54712,,Microporella,,,DPG,,,,"NIWA Donation 2015-027D 
03/07/2015",,Ethanol,4.8.2015,,,Sadie Mills,,intermediata,,,05/07/2009,NIWA 54712,NIWA,NZ,Oceans Survey 20/20 Bay of Islands,5,63,59,"Site Z12, Bay of Islands",7,,,,TAN0906/21,2009,Microporellidae,Cheilostomatida
,69,NIWA 55731,,Microporella,,,DPG,,,,"NIWA Donation 2015-027D 
03/07/2015",,Ethanol,4.8.2015,18.1.2018 (RJSO),,Sadie Mills,,discors,"Uttley & Bullivant, 1972","MICROPORELLA DISCORS Uttley & Bullivant, 1972",10/07/2009,NIWA 55731,NIWA,NZ,Oceans Survey 20/20 Bay of Islands,10,67,69,"site Z29, Bay of Islands",7,,,,TAN0906/102,2009,Microporellidae,Cheilostomatida
,70,NIWA 56907,,Microporella,,,DPG,,,,"NIWA Donation 2015-027D 
03/07/2015",,Ethanol,4.8.2015,,,Sadie Mills,,discors,"Uttley & Bullivant, 1972","MICROPORELLA DISCORS Uttley & Bullivant, 1972",15/07/2009,NIWA 56907,NIWA,NZ,Oceans Survey 20/20 Bay of Islands,15,68,71,"Site Z5, Bay of Islands",7,,,,TAN0906/166,2009,Microporellidae,Cheilostomatida
,71,NIWA 73295,"MW159917.1
MW134943
MW173788",Microporella,15.2.2018 (RJSO),,DPG,14.2.2018 (LT),None,NHMO H1504,"NIWA Donation 2015-027D 
03/07/2015

The colony is encrusting mali: 28.4.2020: 071: It's encrusting",,Ethanol,4.8.2015,18.1.2018 (RJSO),"LHL.018, LHL.019, LHL.020, LHL.021, LHL.022

MHR.3943.BLEED.71.tif
MHR.3944.BLEED.71.tif
MHR.6041.BLEED.071.tif
MHR.6042.BLEED.071.tif",Sadie Mills,24.5.2018 (RJSO),ordo,"Brown, 1952","MICROPORELLA ORDO Brown, 1952",28/03/2011,NIWA 73295,NIWA,NZ,Biogenic habitats on the Northern New Zealand continental shelf,28,170,174,Middlesex Bank,3,,-33.988,171.751,TAN1105/43,2011,Microporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"Brown, 1952","MICROPORELLA ORDO Brown, 1952",,,,,,,,,,,,,,,,,
,72,NIWA 74935,,Microporella,,,DPG,,,,"NIWA Donation 2015-027D 
03/07/2015",,Ethanol,4.8.2015,,,Sadie Mills,,discors,"Uttley & Bullivant, 1972","MICROPORELLA DISCORS Uttley & Bullivant, 1972",24/05/2011,NIWA 74935,NIWA,NZ,Biogenic Habitats on the Continental Shelf Leg 2,24,103,105,,5,"Cornish Head Canyon, Otago",,,TAN1108/138,2011,Microporellidae,Cheilostomatida
,73,NIWA 73097,,Microporella,,,DPG,14.2.2018 (LT),,,"NIWA Donation 2015-027D 
03/07/2015

SEM: contaminated with an other bryozoan",,Ethanol,4.8.2015,23.1.2018 (RJSO),"LHL.053, LHL.054",Sadie Mills,,discors,"Uttley & Bullivant, 1972","MICROPORELLA DISCORS Uttley & Bullivant, 1972",27/03/2011,NIWA 73097,NIWA,NA,Biogenic habitats on the Northern New Zealand continental shelf,27,66,67,North Cape - Rock Garden,3,,,,TAN1105/27,2011,Microporellidae,Cheilostomatida
,74,NIWA 74040,,Microporella,,,DPG,14.2.2018 (LT),,,"NIWA Donation 2015-027D 
03/07/2015",,Ethanol,4.8.2015,21.1.2018 (RJSO),"LHL.049, LHL.050",Sadie Mills,,agonistes,"Gordon, 1984","MICROPORELLA AGONISTES Gordon, 1984",12/05/2011,NIWA 74040,NIWA,NZ,Oceans Survey 20/20,12,108,108,Conway Ridge,5,,,,TAN1108/5,2011,Microporellidae,Cheilostomatida
,75,NIWA 74426,"MW159918.1
MW134937",Microporella,15.2.2018 (RJSO),,DPG,14.2.2018 (LT),Yes,NHMO H1505,"NIWA Donation 2015-027D 
03/07/2015

",,Ethanol,4.8.2015,22.1.2018 (RJSO),"LHL.043, LHL.044, LHL.045, LHL.046

MHR.3947.BLEED.75.tif
MHR.3948.BLEED.75.tif
MHR.6103.BLEED.075.tif
MHR.6103.BLEED.075.txt
MHR.6104.BLEED.075.tif
MHR.6104.BLEED.075.txt",Sadie Mills,24.5.2018 (RJSO),cf. agonistes,,,17/05/2011,NIWA 74426,NIWA,NZ,Biogenic Habitats on the Continental Shelf Leg 2,17,75,71,Otago Shelf - bryozoan thickets,5,,,,TAN1108/66,2011,Microporellidae,Cheilostomatida
,76,NIWA 74516,,Microporella,,,DPG,14.2.2018 (LT),,,"NIWA Donation 2015-027D 
03/07/2015",,Ethanol,4.8.2015,23.1.2018 (RJSO),,Sadie Mills,,agonistes,"Gordon, 1984","MICROPORELLA AGONISTES Gordon, 1984",19/05/2011,NIWA 74516,NIWA,NZ,Biogenic Habitats on the Continental Shelf Leg 2,19,42,49,Stewart Island - Foveaux Strait,5,,,,TAN1108/77,2011,Microporellidae,Cheilostomatida
,77,NIWA 39690,MW159919.1,Microporella,15.2.2018 (RJSO),,DPG,14.2.2018 (LT),,NHMO H1506,"NIWA Donation 2015-027D 
03/07/2015
",,Ethanol,4.8.2015,22.1.2018 (RJSO),"LHL.028, LHL.029, LHL.030, LHL.031

MHR.3945.BLEED.77.tif
MHR.3946.BLEED.77.tif
MHR.6043.BLEED.077.tif
MHR.6044.BLEED.077.tif",Sadie Mills,24.5.2018 (RJSO),aff. diademata,,,09/04/2008,NIWA 39690,NIWA,NZ,Seamount,9,350,560,Seamount 6 Macquarie Ridge. Australian EEZ,4,Seamount,-52.487,160.415,TAN0803/63,2008,Microporellidae,Cheilostomatida
,78,NIWA 69631,,Smittoidea,,,DPG,,,,"NIWA Donation 2015-010D
09/03/2015
DNA extraction failed (MH)",,Ethanol,9.3.2015,,,Sadie Mills,,maunganuiensis,"(Waters, 1906)","Smittoidea maunganuiensis (Waters, 1906)",12/04/2011,NIWA 69631,SOP,NZ,Generic cruiseID for Scientific Observer Programme,12,270,270,,4,,-46.283,166.133,TRIP3298/36,2011,Smittinidae,Cheilostomatida
,79,NIWA 92009,,Microporella,,,DPG,,Yes,,"2014-009D
25/03/2014

EDM: too small",,Ethanol,42014,,,,,speculum,"Brown, 1952","MICROPORELLA SPECULUM Brown, 1952",,NIWA 92009,DPG,NZ,,,0,1,Wellington Harbor,,Wellington Harbor,,,,,Microporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,,Microporella speculum NA,,,,,,,,,,,,,,,,,
,80,NIWA 98542,OK245038,"Steginoporella
",15.2.2018 (RJSO),,"Gordon, Dennis. P.",14.2.2018 (LT),,NHMO H 2068,"NIWA Donation 2015-008D
19/02/2015

",Orr et al. Fall 2021 MS,Ethanol,5.3.2015,18.1.2018,"LHL.013, LHL.014
MHR.6039.BLEED.080.tif
MHR.6040.BLEED.080.tif
MHR.6069.BLEED.080.tif
MHR.6069.BLEED.080.txt
MHR.6070.BLEED.080.tif
MHR.6070.BLEED.080.txt",Sadie Mills,24.5.2018 (RJSO),magnifica,"(Harmer, 1900)","Steginoporella magnifica (Harmer, 1900)",11/08/2009,NIWA 98542,NIWA,NZ,"OS2020 Bay of Islands Phase 2, part 2",11,34,34,Site M39 - Inner Bay of Islands,8,,-35.187,174.117,KAH0907/15,2009,Steginoporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Harmer, 1900)","Steginoporella neozelanica magnifica (Harmer, 1900)",,,,,,,,,,,,,,,,,
,81,NIWA 61918,,Fenestrulina,,,DPG,,None,,"NIWA Donation 2015-010D
09/03/2015

Removed from BLEED collection
DNA extraction failed (MH)
ready for DNA isolation and SEM 22.1.18",,Ethanol,9.3.2015,22.1.2018 (RJSO),,Sadie Mills,,reticulata,"Powell, 1967","FENESTRULINA RETICULATA Powell, 1967",18/02/2010,NIWA 61918,NIWA,NZ,Generic cruiseID for Scientific Observer Programme,18,146,149,,2,,-47.9,168.7,TRIP3072/1,2010,Fenestrulinidae,Cheilostomatida
SRDY58,82,OS39,,Microporella,,,,04.07.2018 (LT),,,Qubit: 10.4,,Ethanol,3.6.2014,9.4.2018 (RJSO),"MHR.093.BLEED.082
MHR.094.BLEED.082
MHR.125.BLEED.082
MHR.126.BLEED.082",Seabourne Rust,,aff. diademata,,,29/01/2010,OS39,A. M. Smith,NZ,,29,30,,,1,Otago Shelf,-46.68,168.28,,2010,Microporellidae,Cheilostomatida
,83,NIWA 69631,,Osthimosia,,,DPG,20.9.2019 (RJSO),,,"NIWA Donation 2015-010D
09/03/2015
DNA extraction failed (MH)
20.9.2019 (RJSO) Qubit too low; HS assay instead of BR; still too low, discard",,Ethanol,9.3.2015,,"MHR.3517.BLEED.83.tif
MHR.3517.BLEED.83.txt
MHR.3518.BLEED.83.tif
MHR.3518.BLEED.83.txt
MHR.3555.BLEED.83.tif
MHR.3555.BLEED.83.txt
MHR.3556.BLEED.83.tif
MHR.3556.BLEED.83.txt
",Sadie Mills,,turrita,"Gordon, 1989","OSTHIMOSIA TURRITA Gordon, 1989",12/04/2011,NIWA 69631,SOP,NZ,Generic cruiseID for Scientific Observer Programme,12,270,270,,4,,-46.283,166.133,TRIP3298/36,2011,Celleporidae,Cheilostomatida
,84,NIWA 69631,"MW159920.1
MW134838 
MW173696",Beania,15.2.2018 (RJSO),,DPG,14.2.2018 (LT),,NHMO H1507,"NIWA Donation 2015-010D
09/03/2015

DNA extraction failed (MH)


Prioritize SEM Mali (bonus stuff!) Figularia?


Mali: did not see any other bryozoan; Sorry, I cannot see anything identifiable in this SEM apart from Beania. EDM

Mali: ""84 Unknown er nok umulig å få ID på. Bare uidentifiserbare biter som ligger på SEM og på resterende materiale. Ingen synlig annen koloni enn Beania"" LH: see NHR 835 and 836, small thing of something! (but not figularia)
Figularia_sp_BLEED84_NoVou (target Beania, another small thing) 


",,Ethanol,9.3.2015,22.1.2018 (RJSO),"MHR.585.BLEED.084.tif
MHR.586.BLEED.084.tif
MHR.587.BLEED.084.tif
MHR.588.BLEED.084.tif
",Sadie Mills,24.5.2018 (RJSO),stonycha,"Gordon, 1986","BEANIA STONYCHA Gordon, 1986",12/04/2011,NIWA 69631,SOP,NZ,Generic cruiseID for Scientific Observer Programme,12,270,270,,4,,-46.283,166.133,TRIP3298/36,2011,Beaniidae,Cheilostomatida
,85,NIWA 65823,"MW159921.1
MW134908
MW173755",Foveolaria,15.2.2018 (RJSO),,DPG,14.2.2018 (LT),,NHMO H1508,"NIWA Donation 2015-010D
09/03/2015
(see Sadie Mills email  12 Oct 2020

cuspidata?",,Ethanol/Dry,9.3.2015,18.1.2018,"LHL.015, LHL.016, LHL.017
MHR.6275.BLEED.085.tif
MHR.6276.BLEED.085.tif",Sadie Mills,24.5.2018 (RJSO),n. sp.,,,24/09/2009,NIWA 65823,NIWA,NZ,,24,1241,,Middle Earth,9,,-55.617,-135.6,TRIP2938/5,2009,Foveolariidae,Cheilostomatida
