Name_of_file,SEM_no,Bleached,BLEED_no,Date,COMMENTS,
MHR.386.BLEED.467,MHR.386,YES,467,5/3/2018,,
MHR.387.BLEED.468,MHR.387,NO,468,5/4/2018,,
MHR.388.BLEED.468,MHR.388,NO,468,5/4/2018,,
MHR.389.BLEED.487,MHR.389,NO,487,5/4/2018,,
MHR.390.BLEED.487,MHR.390,NO,487,5/4/2018,,
MHR.391.BLEED.485,MHR.391,NO,485,5/4/2018,,
MHR.392.BLEED.485,MHR.392,NO,485,5/4/2018,,
MHR.393.BLEED.310,MHR.393,YES,310,5/4/2018,,
MHR.394.BLEED.310,MHR.394,YES,310,5/4/2018,,
MHR.395.BLEED.463,MHR.395,YES,463,5/4/2018,,
MHR.396.BLEED.463,MHR.396,YES,463,5/4/2018,,
MHR.397.BLEED.469,MHR.397,YES,469,5/4/2018,,
MHR.398.BLEED.469,MHR.398,YES,469,5/4/2018,,
MHR.399.BLEED.192,MHR.399,NO,192,5/4/2018,,
MHR.400.BLEED.192,MHR.400,NO,192,5/4/2018,,
MHR.401.BLEED.392,MHR.401,NO,392,5/4/2018,,
MHR.402.BLEED.392,MHR.402,NO,392,5/4/2018,,
MHR.403.BLEED.035,MHR.403,NO,35,5/4/2018,,
MHR.404.BLEED.035,MHR.404,NO,35,5/4/2018,,
MHR.405.BLEED.457,MHR.405,NO,457,5/4/2018,,
MHR.406.BLEED.457,MHR.406,NO,457,5/4/2018,,
MHR.407.BLEED.018,MHR.407,NO,18,5/4/2018,,
MHR.408.BLEED.018,MHR.408,NO,18,5/4/2018,,
MHR.409.BLEED.455,MHR.409,NO,455,5/4/2018,,
MHR.410.BLEED.455,MHR.410,NO,455,5/4/2018,,
MHR.411.BLEED.466,MHR.411,NO,466,5/4/2018,,
MHR.412.BLEED.466,MHR.412,NO,466,5/4/2018,,
MHR.413.BLEED.466,MHR.413,NO,466,5/4/2018,,
MHR.414.BLEED.466,MHR.414,NO,466,5/4/2018,,
MHR.415.BLEED.525,MHR.415,NO,525,5/8/2018,,
MHR.416.BLEED.525,MHR.416,NO,525,5/8/2018,,
MHR.417.BLEED.477,MHR.417,NO,477,5/8/2018,,
MHR.418.BLEED.477,MHR.418,NO,477,5/8/2018,,
MHR.419.BLEED.526,MHR.419,NO,526,5/8/2018,,
MHR.420.BLEED.526,MHR.420,NO,526,5/8/2018,,
MHR.421.BLEED.523,MHR.421,NO,523,5/8/2018,,
MHR.422.BLEED.523,MHR.422,NO,523,5/8/2018,,
MHR.423.BLEED.518,MHR.423,NO,518,5/8/2018,,
MHR.424.BLEED.518,MHR.424,NO,518,5/8/2018,,
MHR.425.BLEED.521,MHR.425,NO,521,5/8/2018,,
MHR.426.BLEED.521,MHR.426,NO,521,5/8/2018,,
MHR.427.BLEED.455,MHR.427,YES,455,5/8/2018,,
MHR.428.BLEED.455,MHR.428,YES,455,5/8/2018,,
MHR.429.BLEED.035,MHR.429,YES,35,5/8/2018,,
MHR.430.BLEED.035,MHR.430,YES,35,5/8/2018,,
MHR.431.BLEED.018,MHR.431,YES,18,5/8/2018,,
MHR.432.BLEED.018,MHR.432,YES,18,5/8/2018,,
MHR.433.BLEED.457,MHR.433,YES,457,5/8/2018,,
MHR.434.BLEED.457,MHR.434,YES,457,5/8/2018,,
MHR.435.BLEED.519,MHR.435,NO,519,5/8/2018,,
MHR.436.BLEED.519,MHR.436,NO,519,5/8/2018,,
MHR.437.BLEED.536,MHR.437,NO,536,5/8/2018,,
MHR.438.BLEED.536,MHR.438,NO,536,5/8/2018,,
MHR.439.BLEED.533,MHR.439,NO,533,5/8/2018,,
MHR.440.BLEED.533,MHR.440,NO,533,5/8/2018,,
MHR.441.BLEED.538,MHR.441,NO,538,5/8/2018,,
MHR.442.BLEED.538,MHR.442,NO,538,5/8/2018,,
MHR.443.BLEED.522,MHR.443,NO,522,5/9/2018,,
MHR.444.BLEED.522,MHR.444,NO,522,5/9/2018,,
MHR.445.BLEED.536,MHR.445,YES,536,5/9/2018,,
MHR.446.BLEED.536,MHR.446,YES,536,5/9/2018,,
MHR.447.BLEED.525,MHR.447,YES,525,5/9/2018,,
MHR.448.BLEED.525,MHR.448,YES,525,5/9/2018,,
MHR.449.BLEED.523,MHR.449,YES,523,5/9/2018,,
MHR.450.BLEED.523,MHR.450,YES,523,5/9/2018,,
MHR.451.BLEED.521,MHR.451,YES,521,5/9/2018,,
MHR.452.BLEED.521,MHR.452,YES,521,5/9/2018,,
MHR.453.BLEED.533,MHR.453,YES,533,5/9/2018,,
MHR.454.BLEED.533,MHR.454,YES,533,5/9/2018,,
MHR.455.BLEED.518,MHR.455,YES,518,5/9/2018,,
MHR.456.BLEED.518,MHR.456,YES,518,5/9/2018,,
MHR.457.BLEED.526,MHR.457,YES,526,5/9/2018,,
MHR.458.BLEED.526,MHR.458,YES,526,5/9/2018,,
MHR.459.BLEED.519,MHR.459,YES,519,5/9/2018,,
MHR.460.BLEED.519,MHR.460,YES,519,5/9/2018,,
MHR.461.BLEED.477,MHR.461,YES,477,5/9/2018,,
MHR.462.BLEED.477,MHR.462,YES,477,5/9/2018,,
MHR.463.BLEED.516,MHR.463,NO,516,5/9/2018,"4 other cheilostomes, one covering 15% ish, one 5,and two less than 3%, neiter of them touches the main colony",
MHR.464.BLEED.516,MHR.464,NO,516,5/9/2018,"4 other cheilostomes, one covering 15% ish, one 5,and two less than 3%, neiter of them touches the main colony",
MHR.465.BLEED.537,MHR.465,NO,537,5/9/2018,,
MHR.466.BLEED.537,MHR.466,NO,537,5/9/2018,,
MHR.467.BLEED.515,MHR.467,NO,515,5/9/2018,,
MHR.468.BLEED.515,MHR.468,NO,515,5/9/2018,,
MHR.469.BLEED.540,MHR.469,NO,540,5/9/2018,,
MHR.470.BLEED.540,MHR.470,NO,540,5/9/2018,,
MHR.471.BLEED.527,MHR.471,NO,527,5/9/2018,anascan and other cheilostome,
MHR.472.BLEED.527,MHR.472,NO,527,5/9/2018,anascan and other cheilostome,
MHR.473.BLEED.540,MHR.473,YES,540,5/11/2018,,
MHR.474.BLEED.540,MHR.474,YES,540,,,
MHR.475.BLEED.527,MHR.475,YES,527,,,
MHR.476.BLEED.527,MHR.476,YES,527,,,
MHR.477.BLEED.515,MHR.477,YES,515,,,
MHR.478.BLEED.515,MHR.478,YES,515,,,
MHR.479.BLEED.537,MHR.479,YES,537,,,
MHR.480.BLEED.537,MHR.480,YES,537,,,
MHR.481.BLEED.522,MHR.481,YES,522,,,
MHR.482.BLEED.522,MHR.482,YES,522,,,
MHR.483.BLEED.539,MHR.483,NO,539,,,
MHR.484.BLEED.539,MHR.484,NO,539,,,
MHR.485.BLEED.531,MHR.485,NO,531,,,
MHR.486.BLEED.531,MHR.486,NO,531,,,
MHR.487.BLEED.528,MHR.487,NO,528,,,
MHR.488.BLEED.528,MHR.488,NO,528,,,
MHR.489.BLEED.535,MHR.489,NO,535,,,
MHR.490.BLEED.535,MHR.490,NO,535,,,
MHR.491.BLEED.544,MHR.491,NO,544,,,
MHR.492.BLEED.544,MHR.492,NO,544,,,
MHR.493.BLEED.520,MHR.493,NO,520,SMALL MICROPORELLA (< 1%),,
MHR.494.BLEED.520,MHR.494,NO,520,SMALL MICROPORELLA (< 1%),,
MHR.495.BLEED.517,MHR.495,NO,517,,,
MHR.496.BLEED.517,MHR.496,NO,517,,,
MHR.497.BLEED.542,MHR.497,NO,542,,,
MHR.498.BLEED.542,MHR.498,NO,542,,,
MHR.499.BLEED.534,MHR.499,NO,534,,,
MHR.500.BLEED.534,MHR.500,NO,534,,,
MHR.541.BLEED.093,MHR.541,NO,93,,,
MHR.542.BLEED.093,MHR.542,NO,93,,,
MHR.543.BLEED.101,MHR.543,NO,101,Med Microporella,,
MHR.544.BLEED.101,MHR.544,NO,101,Med Microporella,,
MHR.545.BLEED.101,MHR.545,NO,101,Med Microporella,,
MHR.546.BLEED.101,MHR.546,NO,101,Med Microporella,,
MHR.547.BLEED.092,MHR.547,NO,92,MED ESCHAROIDES,,
MHR.548.BLEED.092,MHR.548,NO,92,MED ESCHAROIDES,,
MHR.549.BLEED.092,MHR.549,NO,92,MED ESCHAROIDES,,
MHR.550.BLEED.092,MHR.550,NO,92,MED ESCHAROIDES,,
MHR.551.BLEED.316,MHR.551,NO,316,MED E. BIPERFORATA,,
MHR.552.BLEED.316,MHR.552,NO,316,MED E. BIPERFORATA,,
MHR.553.BLEED.319,MHR.553,NO,319,MED MICROPORA LIKNENDE KOLONI OG CYCLOSTOME,,
MHR.554.BLEED.319,MHR.554,NO,319,MED MICROPORA LIKNENDE KOLONI OG CYCLOSTOME,,
MHR.555.BLEED.319,MHR.555,NO,319,MED MICROPORA LIKNENDE KOLONI OG CYCLOSTOME,,
MHR.556.BLEED.319,MHR.556,NO,319,MED MICROPORA LIKNENDE KOLONI OG CYCLOSTOME,,
MHR.557.BLEED.200,MHR.557,NO,200,,,
MHR.558.BLEED.200,MHR.558,NO,200,,,
MHR.559.BLEED.054,MHR.559,NO,54,VOKSER PÅ CELLEPORID,,
MHR.560.BLEED.054,MHR.560,NO,54,VOKSER PÅ CELLEPORID,,
MHR.561.BLEED.054,MHR.561,NO,54,,,
MHR.562.BLEED.054,MHR.562,NO,54,,,
MHR.563.BLEED.066,MHR.563,NO,66,VOKSER PÅ CELLEPORID + ANNEN CHEILO TIL STEDE,,
MHR.564.BLEED.066,MHR.564,NO,66,VOKSER PÅ CELLEPORID + ANNEN CHEILO TIL STEDE,,
MHR.565.BLEED.066,MHR.565,NO,66,VOKSER PÅ CELLEPORID + ANNEN CHEILO TIL STEDE,,
MHR.566.BLEED.066,MHR.566,NO,66,VOKSER PÅ CELLEPORID + ANNEN CHEILO TIL STEDE,,
MHR.567.BLEED.066,MHR.567,NO,66,VOKSER PÅ CELLEPORID + ANNEN CHEILO TIL STEDE,,
MHR.568.BLEED.066,MHR.568,NO,66,VOKSER PÅ CELLEPORID + ANNEN CHEILO TIL STEDE,,
MHR.569.BLEED.053,MHR.569,NO,53,,,
MHR.570.BLEED.053,MHR.570,NO,53,,,
MHR.571.BLEED.086,MHR.571,NO,86,CHEILO UNDER PARASMITTINA,,
MHR.572.BLEED.086,MHR.572,NO,86,CHEILO UNDER PARASMITTINA,,
MHR.573.BLEED.086,MHR.573,NO,86,CHEILO UNDER PARASMITTINA,,
MHR.574.BLEED.086,MHR.574,NO,86,CHEILO UNDER PARASMITTINA,,
MHR.575.BLEED.086,MHR.575,NO,86,CHEILO UNDER PARASMITTINA,,
MHR.576.BLEED.086,MHR.576,NO,86,CHEILO UNDER PARASMITTINA,,
MHR.577.BLEED.161,MHR.577,NO,161,,,
MHR.578.BLEED.161,MHR.578,NO,161,,,
MHR.579.BLEED.089,MHR.579,NO,89,,,
MHR.580.BLEED.089,MHR.580,NO,89,,,
MHR.581.BLEED.131,MHR.581,NO,131,,,
MHR.582.BLEED.131,MHR.582,NO,131,,,
MHR.583.BLEED.160,MHR.583,NO,160,,,
MHR.584.BLEED.160,MHR.584,NO,160,,,
MHR.585.BLEED.084,MHR.585,NO,84,MED FIGULARIA (?),,
MHR.586.BLEED.084,MHR.586,NO,84,MED FIGULARIA (?),,
MHR.587.BLEED.084,MHR.587,NO,84,MED FIGULARIA (?),,
MHR.588.BLEED.084,MHR.588,NO,84,MED FIGULARIA (?),,
MHR.589.BLEED.108,MHR.589,NO,108,,,
MHR.590.BLEED.108,MHR.590,NO,108,,,
MHR.591.BLEED.316,MHR.591,YES,316,,,
MHR.592.BLEED.316,MHR.592,YES,316,,,
MHR.593.BLEED.089,MHR.593,YES,89,,,
MHR.594.BLEED.089,MHR.594,YES,89,,,
MHR.595.BLEED.319,MHR.595,YES,319,,,
MHR.596.BLEED.319,MHR.596,YES,319,,,
MHR.597.BLEED.053,MHR.597,YES,53,,,
MHR.598.BLEED.053,MHR.598,YES,53,,,
MHR.599.BLEED.160,MHR.599,YES,160,,,
MHR.600.BLEED.160,MHR.600,YES,160,,,
MHR.601.BLEED.054,MHR.601,YES,54,,,
MHR.602.BLEED.054,MHR.602,YES,54,,,
MHR.603.BLEED.054,MHR.603,YES,54,CELLEPORID,,
MHR.604.BLEED.054,MHR.604,YES,54,CELLEPORID,,
MHR.605.BLEED.200,MHR.605,YES,200,,,
MHR.606.BLEED.200,MHR.606,YES,200,,,
MHR.607.BLEED.131,MHR.607,YES,131,,,
MHR.608.BLEED.131,MHR.608,YES,131,,,
MHR.609.BLEED.086,MHR.609,YES,86,,,
MHR.610.BLEED.086,MHR.610,YES,86,,,
MHR.611.BLEED.086,MHR.611,YES,86,CHEILO (MICROPORA LIKE),,
MHR.612.BLEED.086,MHR.612,YES,86,CHEILO (MICROPORA LIKE),,
MHR.613.BLEED.086,MHR.613,YES,86,CHEILO,,
MHR.614.BLEED.086,MHR.614,YES,86,CHEILO,,
MHR.615.BLEED.161,MHR.615,YES,161,,,
MHR.616.BLEED.161,MHR.616,YES,161,,,
MHR.617.BLEED.093,MHR.617,YES,93,,,
MHR.618.BLEED.093,MHR.618,YES,93,,,
MHR.619.BLEED.101,MHR.619,YES,101,,,
MHR.620.BLEED.101,MHR.620,YES,101,,,
MHR.621.BLEED.101,MHR.621,YES,101,MICROPORELLA SP.,,
MHR.622.BLEED.101,MHR.622,YES,101,MICROPORELLA SP.,,
MHR.623.BLEED.092,MHR.623,YES,92,,,
MHR.624.BLEED.092,MHR.624,YES,92,,,
MHR.625.BLEED.092,MHR.625,YES,92,ESCHAROIDES-LIKE,,
MHR.626.BLEED.092,MHR.626,YES,92,ESCHAROIDES-LIKE,,
MHR.627.BLEED.066,MHR.627,YES,66,,,
MHR.628.BLEED.066,MHR.628,YES,66,,,
MHR.629.BLEED.066,MHR.629,YES,66,CELLEPORID?,,
MHR.630.BLEED.066,MHR.630,YES,66,CELLEPORID?,,
MHR.631.BLEED.066,MHR.631,YES,66,CHEILO,,
MHR.632.BLEED.066,MHR.632,YES,66,CHEILO,,
MHR.633.BLEED.113,MHR.633,NO,113,,,
MHR.634.BLEED.113,MHR.634,NO,113,,,
MHR.635.BLEED.157,MHR.635,NO,157,,,
MHR.636.BLEED.157,MHR.636,NO,157,,,
MHR.637.BLEED.512,MHR.637,NO,512,FILAGURIA-LIKE (< 5%) + OTHER CHEILO (< 5%),,
MHR.638.BLEED.512,MHR.638,NO,512,FILAGURIA-LIKE (10%) + OTHER CHEILO (8%),,
MHR.639.BLEED.513,MHR.639,NO,513,,,
MHR.640.BLEED.513,MHR.640,NO,513,,,
MHR.641.BLEED.509,MHR.641,NO,509,,,
MHR.642.BLEED.509,MHR.642,NO,509,,,
MHR.643.BLEED.020,MHR.643,NO,20,,,
MHR.644.BLEED.020,MHR.644,NO,20,,,
MHR.645.BLEED.562,MHR.645,NO,562,,,
MHR.646.BLEED.562,MHR.646,NO,562,,,
MHR.647.BLEED.577,MHR.647,NO,577,"ESCHARELLA NEARBY < 3%, SMALL CYCLOSTOMES ON THE OUTSIDE OF THE SHELL TOO",,
MHR.648.BLEED.577,MHR.648,NO,577,"ESCHARELLA NEARBY < 3%, SMALL CYCLOSTOMES ON THE OUTSIDE OF THE SHELL TOO",,
MHR.649.BLEED.578,MHR.649,NO,578,,,
MHR.650.BLEED.578,MHR.650,NO,578,,,
MHR.651.BLEED.571,MHR.651,NO,571,"SMALL, POSSIBLY DEAD COLONIES AROUND THE SHELL BUT NO DANGER OF CONTAMINATION",,
MHR.652.BLEED.571,MHR.652,NO,571,"SMALL, POSSIBLY DEAD COLONIES AROUND THE SHELL BUT NO DANGER OF CONTAMINATION",,
MHR.653.BLEED.572,MHR.653,NO,572,"SEVERAL SMALL COLONIES < 3%, TWO BIGGER ONES 5-8%, FENESTRULINA < 3%, NO DANGER OF CONTAMINATION",,
MHR.654.BLEED.572,MHR.654,NO,572,"SEVERAL SMALL COLONIES < 3%, TWO BIGGER ONES 5-8%, FENESTRULINA < 3%, NO DANGER OF CONTAMINATION",,
MHR.655.BLEED.575,MHR.655,NO,575,"SOME SMALL (< 3%) COLONIES QUITE FAR AWAY FROM MAIN COLONY, NO CONTAMINATION DANGER",,
MHR.656.BLEED.575,MHR.656,NO,575,"SOME SMALL (< 3%) COLONIES QUITE FAR AWAY FROM MAIN COLONY, NO CONTAMINATION DANGER",,
MHR.657.BLEED.570,MHR.657,NO,570,"SEVERAL ESCHARELLA COLONIS NEXT TO MAIN COLONY (SAME SPECCIES) AND A SMALL CHEILO < 5 % SOME DISTANCE AWAY, ALSO SOME CYCLOSTOMES",,
MHR.658.BLEED.570,MHR.658,NO,570,"SEVERAL ESCHARELLA COLONIS NEXT TO MAIN COLONY (SAME SPECCIES) AND A SMALL CHEILO < 5 % SOME DISTANCE AWAY, ALSO SOME CYCLOSTOMES",,
MHR.659.BLEED.583,MHR.659,NO,583,OTHER COLONIES LIKE ESCHARELLA PRESENT BUT NO REAL CONTAMINATION DANGER,,
MHR.660.BLEED.583,MHR.660,NO,583,OTHER COLONIES LIKE ESCHARELLA PRESENT BUT NO REAL CONTAMINATION DANGER,,
MHR.661.BLEED.565,MHR.661,NO,565,"OTHER SMALL COLONIES PRESENT, BUT NO DANGER OF CONTAMINATION",,
MHR.662.BLEED.565,MHR.662,NO,565,"OTHER SMALL COLONIES PRESENT, BUT NO DANGER OF CONTAMINATION",,
MHR.663.BLEED.582,MHR.663,NO,582,OTHER COLONY PRESENT BUT NO CONTAMINATION DANGER,,
MHR.664.BLEED.582,MHR.664,NO,582,OTHER COLONY PRESENT BUT NO CONTAMINATION DANGER,,
MHR.665.BLEED.569,MHR.665,NO,569,ESCHARELLA (< 5%) COLONY NEARBY BUT NO CONTAMINATION DANGER,,
MHR.666.BLEED.569,MHR.666,NO,569,ESCHARELLA (< 5%) COLONY NEARBY BUT NO CONTAMINATION DANGER,,
MHR.667.BLEED.580,MHR.667,NO,580,OTHER SPECIES WIT SEVERAL COLONIES (10%) BUT FAR AWAY FROM SCRAPED ,,
MHR.668.BLEED.580,MHR.668,NO,580,OTHER SPECIES WIT SEVERAL COLONIES (10%) BUT FAR AWAY FROM SCRAPED ,,
MHR.669.BLEED.573,MHR.669,NO,573,CHEILO (< 5%) NEXT TO ALDERINA BUT NO CONTAMINATION DANGER,,
MHR.670.BLEED.573,MHR.670,NO,573,CHEILO (< 5%) NEXT TO ALDERINA BUT NO CONTAMINATION DANGER,,
MHR.671.BLEED.574,MHR.671,NO,574,,,
MHR.672.BLEED.574,MHR.672,NO,574,,,
MHR.673.BLEED.576,MHR.673,NO,576,ESCHARELLA IMMERSA,,SMALL COLONIES (< 3%) PRESENT (LIKE FENESTRULINA)
MHR.674.BLEED.576,MHR.674,NO,576,ESCHARELLA IMMERSA,,SMALL COLONIES (< 3%) PRESENT (LIKE FENESTRULINA)
MHR.675.BLEED.576,MHR.675,NO,576,SMITTOIDEA RETICULATA,,SMALL COLONIES (< 3%) PRESENT (LIKE FENESTRULINA)
MHR.676.BLEED.576,MHR.676,NO,576,SMITTOIDEA RETICULATA,,SMALL COLONIES (< 3%) PRESENT (LIKE FENESTRULINA)
MHR.677.BLEED.579,MHR.677,NO,579,SMALL (< 3%) COLONIES PRESENT BUT NO DANGER OF CONTAMINATION,,
MHR.678.BLEED.579,MHR.678,NO,579,SMALL (< 3%) COLONIES PRESENT BUT NO DANGER OF CONTAMINATION,,
MHR.679.BLEED.561,MHR.679,NO,561,ESCHARELLA (5%) NEARBY AND SCHIZOMAVELLA(?) 7%,,
MHR.680.BLEED.561,MHR.680,NO,561,ESCHARELLA (5%) NEARBY AND SCHIZOMAVELLA(?) 7%,,
MHR.681.BLEED.683,MHR.681,NO,683,,,
MHR.682.BLEED.683,MHR.682,NO,683,,,
MHR.683.BLEED.662,MHR.683,NO,662,,,
MHR.684.BLEED.662,MHR.684,NO,662,,,
MHR.685.BLEED.386,MHR.685,NO,386,,,
MHR.686.BLEED.386,MHR.686,NO,386,,,
MHR.687.BLEED.529,MHR.687,NO,529,,,
MHR.688.BLEED.529,MHR.688,NO,529,,,
MHR.689.BLEED.532,MHR.689,NO,532,POSSIBLY OTHER CHEILO UNDERNEATH(!),,
MHR.690.BLEED.532,MHR.690,NO,532,POSSIBLY OTHER CHEILO UNDERNEATH(!),,
MHR.691.BLEED.511,MHR.691,NO,511,,,
MHR.692.BLEED.511,MHR.692,NO,511,,,
MHR.693.BLEED.543,MHR.693,NO,543,,,
MHR.694.BLEED.543,MHR.694,NO,543,,,
MHR.695.BLEED.448,MHR.695,NO,448,,,
MHR.696.BLEED.448,MHR.696,NO,448,,,
MHR.697.BLEED.481,MHR.697,NO,481,,,
MHR.698.BLEED.481,MHR.698,NO,481,,,
MHR.699.BLEED.481,MHR.699,NO,481,,,
MHR.700.BLEED.481,MHR.700,NO,481,,,
MHR.701.BLEED.583,MHR.701,NO,583,,,
MHR.702.BLEED.583,MHR.702,NO,583,,,
MHR.703.BLEED.584,MHR.703,NO,584,,,
MHR.704.BLEED.584,MHR.704,NO,584,,,
MHR.705.BLEED.454,MHR.705,NO,454,UNSURE WHAT THE COLONY LOOKS LIKE,,
MHR.706.BLEED.454,MHR.706,NO,454,UNSURE WHAT THE COLONY LOOKS LIKE,,
MHR.707.BLEED.530,MHR.707,NO,530,"2 DIFFERENT SPECIES, DON'T KNOW WHICH ONE'S USED",,
MHR.708.BLEED.530,MHR.708,NO,530,"2 DIFFERENT SPECIES, DON'T KNOW WHICH ONE'S USED",,
MHR.709.BLEED.530,MHR.709,NO,530,,,
MHR.710.BLEED.530,MHR.710,NO,530,,,
MHR.711.BLEED.541,MHR.711,NO,541,,,
MHR.712.BLEED.541,MHR.712,NO,541,,,
MHR.713.BLEED.582,MHR.713,YES,582,,,
MHR.714.BLEED.582,MHR.714,YES,582,,,
MHR.715.BLEED.562,MHR.715,YES,562,,,
MHR.716.BLEED.562,MHR.716,YES,562,,,
MHR.717.BLEED.569,MHR.717,YES,569,,,
MHR.718.BLEED.569,MHR.718,YES,569,,,
MHR.719.BLEED.576,MHR.719,YES,576,,,
MHR.720.BLEED.576,MHR.720,YES,576,,,
MHR.721.BLEED.583,MHR.721,YES,583,,,
MHR.722.BLEED.583,MHR.722,YES,583,,,
MHR.723.BLEED.580,MHR.723,YES,580,,,
MHR.724.BLEED.580,MHR.724,YES,580,,,
MHR.725.BLEED.578,MHR.725,YES,578,,,
MHR.726.BLEED.578,MHR.726,YES,578,,,
MHR.727.BLEED.574,MHR.727,YES,574,,,
MHR.728.BLEED.574,MHR.728,YES,574,,,
MHR.729.BLEED.577,MHR.729,YES,577,,,
MHR.730.BLEED.577,MHR.730,YES,577,,,
MHR.731.BLEED.575,MHR.731,YES,575,,,
MHR.732.BLEED.575,MHR.732,YES,575,,,
MHR.733.BLEED.565,MHR.733,YES,565,,,
MHR.734.BLEED.565,MHR.734,YES,565,,,
MHR.735.BLEED.579,MHR.735,YES,579,,,
MHR.736.BLEED.579,MHR.736,YES,579,,,
MHR.737.BLEED.571,MHR.737,YES,571,,,
MHR.738.BLEED.571,MHR.738,YES,571,,,
MHR.739.BLEED.572,MHR.739,YES,572,,,
MHR.740.BLEED.572,MHR.740,YES,572,,,
MHR.741.BLEED.531,MHR.741,YES,531,,,
MHR.742.BLEED.531,MHR.742,YES,531,,,
MHR.743.BLEED.535,MHR.743,YES,535,,,
MHR.744.BLEED.535,MHR.744,YES,535,,,
MHR.745.BLEED.511,MHR.745,YES,511,,,
MHR.746.BLEED.511,MHR.746,YES,511,,,
MHR.747.BLEED.520,MHR.747,YES,520,,,
MHR.748.BLEED.520,MHR.748,YES,520,,,
MHR.749.BLEED.517,MHR.749,YES,517,,,
MHR.750.BLEED.517,MHR.750,YES,517,,,
MHR.751.BLEED.509,MHR.751,YES,509,,,
MHR.752.BLEED.509,MHR.752,YES,509,,,
MHR.753.BLEED.683,MHR.753,YES,683,,,
MHR.754.BLEED.683,MHR.754,YES,683,,,
MHR.755.BLEED.513,MHR.755,YES,513,,,
MHR.756.BLEED.513,MHR.756,YES,513,,,
MHR.757.BLEED.512,MHR.757,YES,512,,,
MHR.758.BLEED.512,MHR.758,YES,512,,,
MHR.759.BLEED.662,MHR.759,YES,662,,,
MHR.760.BLEED.662,MHR.760,YES,662,,,
MHR.761.BLEED.542,MHR.761,YES,542,,,
MHR.762.BLEED.542,MHR.762,YES,542,,,
MHR.763.BLEED.544,MHR.763,YES,544,,,
MHR.764.BLEED.544,MHR.764,YES,544,,,
MHR.765.BLEED.703,MHR.765,NO,703,,,
MHR.766.BLEED.703,MHR.766,NO,703,,,
MHR.767.BLEED.590,MHR.767,NO,590,,,
MHR.768.BLEED.590,MHR.768,NO,590,,,
MHR.769.BLEED.672,MHR.769,NO,672,VOKSER PÅ CELLEPORID(?),,
MHR.770.BLEED.672,MHR.770,NO,672,VOKSER PÅ CELLEPORID(?),,
MHR.771.BLEED.720,MHR.771,NO,720,,,
MHR.772.BLEED.720,MHR.772,NO,720,,,
MHR.773.BLEED.684,MHR.773,NO,684,FILAGURIA-LIKE COLONY NEARBY (15%),,
MHR.774.BLEED.684,MHR.774,NO,684,FILAGURIA-LIKE COLONY NEARBY (15%),,
MHR.775.BLEED.601,MHR.775,NO,601,,,
MHR.776.BLEED.601,MHR.776,NO,601,,,
MHR.777.BLEED.661,MHR.777,NO,661,,,
MHR.778.BLEED.661,MHR.778,NO,661,,,
MHR.779.BLEED.704,MHR.779,NO,704,,,
MHR.780.BLEED.704,MHR.780,NO,704,,,
MHR.781.BLEED.583,MHR.781,YES,583,,,
MHR.782.BLEED.583,MHR.782,YES,583,,,
MHR.783.BLEED.584,MHR.783,YES,584,,,
MHR.784.BLEED.584,MHR.784,YES,584,,,
MHR.785.BLEED.590,MHR.785,YES,590,,,
MHR.786.BLEED.590,MHR.786,YES,590,,,
MHR.787.BLEED.551,MHR.787,NO,551,,,
MHR.788.BLEED.551,MHR.788,NO,551,,,
MHR.789.BLEED.684,MHR.789,YES,684,,,
MHR.790.BLEED.684,MHR.790,YES,684,,,
MHR.791.BLEED.720,MHR.791,YES,720,,,
MHR.792.BLEED.720,MHR.792,YES,720,,,
MHR.793.BLEED.672,MHR.793,YES,672,,,
MHR.794.BLEED.672,MHR.794,YES,672,,,
MHR.795.BLEED.671,MHR.795,NO,671,,,
MHR.796.BLEED.671,MHR.796,NO,671,,,
MHR.797.BLEED.180,MHR.797,NO,180,,,
MHR.798.BLEED.373,MHR.798,NO,373,,,
MHR.799.BLEED.373,MHR.799,NO,373,,,
MHR.800.BLEED.372,MHR.800,NO,372,,,
MHR.801.BLEED.372,MHR.801,NO,372,,,
MHR.802.BLEED.374,MHR.802,NO,374,,,
MHR.803.BLEED.374,MHR.803,NO,374,,,
MHR.804.BLEED.201,MHR.804,NO,201,,,
MHR.805.BLEED.201,MHR.805,NO,201,,,
MHR.806.BLEED.199,MHR.806,NO,199,,,
MHR.807.BLEED.199,MHR.807,NO,199,,,
MHR.808.BLEED.139,MHR.808,NO,139,,,
MHR.809.BLEED.139,MHR.809,NO,139,,,
MHR.810.BLEED.313,MHR.810,NO,313,ER 373,,
MHR.811.BLEED.313,MHR.811,NO,313,ER 373,,
MHR.812.BLEED.374,MHR.812,NO,374,,,
MHR.813.BLEED.374,MHR.813,NO,374,,,
MHR.814.BLEED.056,MHR.814,NO,56,,,
MHR.815.BLEED.056,MHR.815,NO,56,,,
MHR.816.BLEED.180,MHR.816,NO,180,,,
MHR.817.BLEED.315,MHR.817,NO,315,,,
MHR.818.BLEED.315,MHR.818,NO,315,,,
MHR.819.BLEED.135,MHR.819,NO,135,,,
MHR.820.BLEED.135,MHR.820,NO,135,,,
MHR.821.BLEED.064,MHR.821,NO,64,,,
MHR.822.BLEED.064,MHR.822,NO,64,,,
MHR.823.BLEED.586,MHR.823,NO,586,,,
